rotten_tomatoes_link,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,release_year,streaming_release_year,release_month,streaming_month
m/triumph_of_the_spirit,Rotten,50.0,6.0,Spilled,52.0,1246.0,1,3,3,1989,2017,12,2
m/trog,Rotten,14.0,7.0,Spilled,24.0,518.0,1,1,6,1970,2009,10,1
m/troll-2,Rotten,5.0,21.0,Spilled,44.0,10312.0,2,1,20,1990,2016,10,12
m/trollhunter,Fresh,81.0,108.0,Upright,72.0,22226.0,30,88,20,2011,2017,6,1
m/trolls,Fresh,76.0,162.0,Upright,67.0,38997.0,35,123,39,2016,2017,11,1
m/trolls_world_tour,Fresh,70.0,152.0,Spilled,59.0,1087.0,30,107,45,2020,2020,4,4
m/tromas_war,Rotten,20.0,5.0,Upright,61.0,784.0,0,1,4,1988,2016,12,8
m/tron,Fresh,72.0,65.0,Upright,69.0,72629.0,7,47,18,1982,2015,7,12
m/troop_beverly_hills,Rotten,25.0,16.0,Upright,62.0,31161.0,2,4,12,1989,2012,3,4
m/tropic_of_cancer,Fresh,75.0,8.0,Spilled,25.0,84.0,0,6,2,1970,2016,2,12
m/tropic_thunder,Fresh,82.0,249.0,Upright,70.0,296722.0,54,204,45,2008,2013,8,8
m/trouble_every_day,Rotten,50.0,54.0,Spilled,55.0,2542.0,16,27,27,2001,2017,7,2
m/trouble_is_my_business_2017,Fresh,100.0,6.0,Upright,95.0,322.0,0,6,0,2017,2018,10,3
m/trouble_with_romance,Rotten,17.0,12.0,Spilled,17.0,1154.0,6,2,10,2009,2010,2,3
m/trouble_with_the_curve,Rotten,51.0,204.0,Upright,66.0,46164.0,50,104,100,2012,2015,9,12
m/troy,Rotten,54.0,228.0,Upright,73.0,825158.0,50,122,106,2004,2013,5,3
m/trucker,Rotten,59.0,37.0,Spilled,58.0,1544.0,16,22,15,2009,2014,10,10
m/trudell_2004,Rotten,33.0,30.0,Upright,75.0,3343.0,11,10,20,2006,2016,2,12
m/true-adolescents,Fresh,75.0,8.0,Spilled,53.0,455.0,3,6,2,2011,2017,7,3
m/true_believer,Fresh,95.0,22.0,Upright,63.0,2646.0,5,21,1,1989,2012,1,11
m/true_confessions,Fresh,71.0,14.0,Spilled,53.0,2762.0,6,10,4,1981,2016,1,7
m/true_grit,Fresh,89.0,53.0,Upright,84.0,26169.0,15,47,6,1969,2013,6,8
m/true_grit_2010,Fresh,96.0,272.0,Upright,85.0,158268.0,56,260,12,2010,2013,12,8
m/true_history_of_the_kelly_gang,Fresh,79.0,154.0,Spilled,41.0,187.0,28,122,32,2020,2020,4,4
m/true_identity,Rotten,43.0,7.0,Spilled,26.0,528.0,3,3,4,1991,2016,8,8
m/true_legend,Fresh,64.0,39.0,Spilled,55.0,4244.0,15,25,14,2011,2016,5,8
m/true_romance,Fresh,93.0,55.0,Upright,93.0,192424.0,13,51,4,1993,2016,9,5
m/true_stories,Fresh,78.0,23.0,Upright,83.0,5322.0,1,18,5,1986,2008,10,1
m/true_story_2014,Rotten,45.0,169.0,Spilled,38.0,19557.0,47,76,93,2015,2016,4,9
m/truman_show,Fresh,95.0,132.0,Upright,89.0,583651.0,34,125,7,1998,2013,6,8
m/trumbo,Fresh,74.0,205.0,Upright,79.0,22825.0,42,152,53,2015,2016,11,5
m/trumpet_of_the_swan,Rotten,14.0,42.0,Spilled,36.0,3196.0,16,6,36,2001,2014,5,3
m/trust_2010,Fresh,79.0,66.0,Upright,65.0,10220.0,21,52,14,2011,2017,4,4
m/trust_machine_the_story_of_blockchain,Fresh,90.0,10.0,Upright,83.0,56.0,3,9,1,2018,2019,10,11
m/trust_me_2013,Rotten,52.0,33.0,Spilled,38.0,2346.0,12,17,16,2014,2016,6,5
m/trust_the_man,Rotten,28.0,102.0,Spilled,35.0,25622.0,30,29,73,2006,2012,8,9
m/truth_2015,Fresh,63.0,178.0,Upright,62.0,7922.0,40,112,66,2015,2016,10,9
m/truth_about_cats_and_dogs,Fresh,85.0,47.0,Spilled,56.0,52492.0,12,40,7,1996,2012,4,9
m/truth_about_charlie,Rotten,33.0,135.0,Spilled,27.0,10147.0,38,45,90,2002,2015,10,9
m/truth_or_consequences_nm,Rotten,38.0,16.0,Spilled,46.0,4270.0,3,6,10,1997,2013,5,4
m/truth_or_dare_2011,Rotten,22.0,9.0,Spilled,30.0,395.0,3,2,7,2012,2016,10,12
m/tsotsi,Fresh,82.0,131.0,Upright,86.0,39203.0,36,108,23,2006,2016,2,11
m/tu_dors_nicole,Fresh,100.0,17.0,Upright,66.0,582.0,6,17,0,2015,2017,5,2
m/tuck_everlasting,Fresh,60.0,120.0,Upright,70.0,80630.0,29,72,48,2002,2016,10,6
m/tucker_and_dale_vs_evil,Fresh,85.0,113.0,Upright,84.0,25606.0,26,96,17,2011,2017,9,1
m/tucker_the_man_and_his_dream,Fresh,83.0,42.0,Upright,67.0,7977.0,10,35,7,1988,2016,8,12
m/tuesday_after_christmas,Fresh,74.0,23.0,Upright,68.0,860.0,11,17,6,2011,2020,5,4
m/tuff_turf,Rotten,17.0,6.0,Spilled,59.0,3450.0,2,1,5,1985,2016,1,12
m/tulip_fever,Rotten,10.0,60.0,Spilled,43.0,5277.0,20,6,54,2017,2017,9,11
m/tully_2018,Fresh,87.0,278.0,Upright,75.0,3668.0,49,242,36,2018,2018,5,7
m/tumbledown_2016,Fresh,70.0,37.0,Upright,61.0,1197.0,14,26,11,2016,2016,2,11
m/tunes_of_glory,Fresh,75.0,12.0,Upright,79.0,1089.0,0,9,3,1960,2016,12,11
m/turbo_2013,Fresh,66.0,113.0,Upright,65.0,89573.0,28,75,38,2013,2015,7,11
m/turbo_a_power_rangers_movie,Rotten,15.0,20.0,Spilled,41.0,9957.0,8,3,17,1997,2015,3,11
m/turistas,Rotten,18.0,106.0,Spilled,28.0,83494.0,32,19,87,2006,2012,12,9
m/turkey_bowl,Fresh,70.0,10.0,Spilled,41.0,63.0,5,7,3,2011,2016,6,8
m/turn_it_up,Rotten,8.0,38.0,Spilled,26.0,1887.0,16,3,35,2000,2012,9,1
m/turn_the_river,Fresh,62.0,21.0,Spilled,45.0,777.0,14,13,8,2008,2017,5,3
m/turner_and_hooch,Rotten,52.0,29.0,Spilled,51.0,190009.0,5,15,14,1989,2015,7,12
m/turning-green,Rotten,42.0,12.0,Spilled,42.0,69.0,3,5,7,2005,2017,6,3
m/turtle_the_incredible_journey,Fresh,71.0,17.0,Upright,77.0,1020.0,7,12,5,2011,2017,6,3
m/tuscaloosa,Fresh,70.0,10.0,Upright,85.0,34.0,2,7,3,2020,2020,3,3
m/tuskegee_airmen,Fresh,88.0,8.0,Upright,79.0,4814.0,2,7,1,1995,2016,8,8
m/tuxedo,Rotten,21.0,140.0,Spilled,30.0,220696.0,31,30,110,2002,2016,9,8
m/tuyas_marriage_2006,Fresh,95.0,40.0,Upright,83.0,1847.0,16,38,2,2006,2012,9,5
m/tv_set,Fresh,65.0,77.0,Spilled,58.0,6651.0,31,50,27,2007,2019,4,10
m/twelfth_night_1998,Fresh,76.0,34.0,Upright,80.0,7795.0,11,26,8,1998,2016,7,6
m/twelve,Fresh,77.0,60.0,Upright,84.0,47352.0,24,46,14,2007,2012,9,4
m/twelve-2008,Rotten,3.0,30.0,Spilled,32.0,13264.0,13,1,29,2010,2016,8,10
m/twelve_and_holding,Fresh,73.0,78.0,Upright,79.0,19713.0,31,57,21,2006,2017,3,4
m/twelve_thirty,Rotten,17.0,12.0,Spilled,17.0,108.0,11,2,10,2011,2016,8,11
m/twentieth_century,Fresh,86.0,28.0,Upright,76.0,1496.0,2,24,4,1934,2016,5,4
m/twenty_four_hour_woman,Rotten,47.0,15.0,Spilled,33.0,82.0,5,7,8,1999,2016,6,11
m/twice_born,Rotten,17.0,24.0,Upright,68.0,1593.0,14,4,20,2013,2016,12,2
m/twice_in_a_lifetime,Fresh,83.0,6.0,Upright,61.0,819.0,1,5,1,1985,2013,10,11
m/twice_told_tales,Rotten,57.0,7.0,Spilled,54.0,510.0,0,4,3,1963,2017,9,1
m/twilight,Rotten,49.0,221.0,Upright,73.0,626088.0,50,108,113,2008,2015,11,11
m/twilight_saga_new_moon,Rotten,28.0,228.0,Upright,61.0,577921.0,57,64,164,2009,2015,11,11
m/twilight_zone_the_movie,Rotten,58.0,40.0,Spilled,55.0,32572.0,7,23,17,1983,2008,6,8
m/twin-dragons,Rotten,44.0,39.0,Spilled,48.0,18181.0,8,17,22,1992,2013,1,3
m/twin-peaks-fire-walk-with-me,Fresh,64.0,75.0,Upright,78.0,42732.0,12,48,27,1992,2014,8,10
m/twisted,Rotten,1.0,135.0,Spilled,31.0,19114.0,40,2,133,2004,2017,2,1
m/twitches,Fresh,60.0,5.0,Upright,65.0,24025.0,0,3,2,2005,2017,10,1
m/two-bits,Rotten,40.0,10.0,Spilled,39.0,1717.0,4,4,6,1995,2016,11,12
m/two_brothers,Fresh,78.0,114.0,Upright,75.0,32370.0,34,89,25,2004,2016,6,5
m/two_can_play_that_game,Rotten,41.0,63.0,Upright,83.0,34133.0,26,26,37,2001,2012,9,4
m/two_days_one_night,Fresh,97.0,183.0,Upright,76.0,15981.0,40,177,6,2014,2016,12,10
m/two_drifters,Rotten,47.0,15.0,Spilled,45.0,548.0,8,7,8,2006,2016,6,4
m/two_evil_eyes,Rotten,56.0,18.0,Spilled,35.0,4289.0,2,10,8,1990,2017,1,5
m/two_family_house,Fresh,89.0,35.0,Upright,81.0,1040.0,11,31,4,2000,2016,10,5
m/two_for_the_money,Rotten,22.0,110.0,Spilled,48.0,85527.0,30,24,86,2005,2017,10,6
m/two_for_the_road,Fresh,81.0,21.0,Upright,84.0,7953.0,3,17,4,1967,2016,4,4
m/two_for_the_seesaw,Rotten,43.0,7.0,Spilled,57.0,168.0,0,3,4,1962,2017,11,4
m/two_girls_and_a_guy,Rotten,51.0,63.0,Spilled,41.0,7174.0,21,32,31,1998,2016,4,12
m/two_hands_1999,Fresh,71.0,7.0,Upright,80.0,7487.0,1,5,2,1999,2013,1,10
m/two_if_by_sea,Rotten,11.0,28.0,Spilled,23.0,8482.0,5,3,25,1995,2019,6,1
m/two_lives,Fresh,92.0,13.0,Upright,73.0,455.0,5,12,1,2014,2017,2,4
m/two_lovers,Fresh,82.0,165.0,Spilled,59.0,56307.0,54,135,30,2008,2016,5,1
m/two_men_went_to_war,Rotten,59.0,29.0,Upright,71.0,961.0,9,17,12,2004,2016,3,3
m/two_mules_for_sister_sara,Fresh,69.0,13.0,Upright,73.0,14235.0,1,9,4,1970,2015,6,9
m/two_night_stand,Rotten,38.0,47.0,Spilled,45.0,8197.0,16,18,29,2014,2014,9,10
m/two_ninas,Fresh,67.0,9.0,Spilled,51.0,1286.0,4,6,3,2000,2018,12,3
m/two_thousand_maniacs,Rotten,41.0,22.0,Spilled,50.0,3721.0,1,9,13,1964,2017,3,1
m/two_weeks,Rotten,19.0,26.0,Upright,66.0,4694.0,13,5,21,2006,2017,10,5
m/two_weeks_in_another_town,Fresh,89.0,9.0,Upright,65.0,303.0,1,8,1,1962,2012,1,10
m/two_weeks_notice,Rotten,42.0,123.0,Spilled,59.0,273985.0,35,52,71,2002,2011,12,7
m/two_women,Fresh,88.0,8.0,Upright,91.0,3145.0,0,7,1,1961,2017,5,5
m/tycoon_a_new_russian,Rotten,46.0,35.0,Upright,69.0,230.0,16,16,19,2003,2017,6,6
m/tyler_perrys_a_madea_christmas_2013,Rotten,20.0,35.0,Upright,70.0,53398.0,17,7,28,2013,2015,12,11
m/tyler_perrys_a_madea_family_funeral,Rotten,12.0,34.0,Spilled,30.0,736.0,8,4,30,2019,2019,3,5
m/tyler_perrys_acrimony,Rotten,17.0,36.0,Spilled,51.0,786.0,12,6,30,2018,2018,3,6
m/tyler_perrys_boo_2_a_madea_halloween,Rotten,4.0,23.0,Spilled,40.0,5787.0,7,1,22,2017,2018,10,1
m/tyler_perrys_boo_a_madea_halloween,Rotten,19.0,43.0,Spilled,52.0,12007.0,9,8,35,2016,2017,10,1
m/tyler_perrys_good_deeds,Rotten,36.0,36.0,Upright,76.0,60745.0,12,13,23,2012,2015,2,9
m/tyrannosaur,Fresh,83.0,86.0,Upright,85.0,7602.0,29,71,15,2011,2017,11,3
m/u571,Fresh,68.0,115.0,Upright,62.0,56859.0,30,78,37,2000,2016,4,2
m/u_turn_1997,Fresh,61.0,51.0,Upright,62.0,31365.0,15,31,20,1997,2011,10,4
m/ugetsu,Fresh,100.0,30.0,Upright,94.0,6872.0,7,30,0,1954,2017,9,3
m/ugly_truth,Rotten,14.0,174.0,Upright,60.0,1399310.0,48,24,150,2009,2012,7,4
m/uglydolls,Rotten,27.0,86.0,Spilled,54.0,1090.0,16,23,63,2019,2019,5,7
m/uhf,Fresh,64.0,25.0,Upright,77.0,50658.0,1,16,9,1989,2017,1,4
m/ulees_gold,Fresh,94.0,52.0,Upright,75.0,2917.0,16,49,3,1997,2016,6,10
m/ultimate_gift,Rotten,33.0,60.0,Upright,84.0,40106.0,18,20,40,2006,2016,10,10
m/ulzanas_raid,Fresh,90.0,10.0,Upright,66.0,1190.0,0,9,1,1972,2016,1,11
m/umberto_d,Fresh,97.0,30.0,Upright,93.0,6805.0,8,29,1,1955,2017,11,3
m/un_amour_de_jeunesse,Fresh,83.0,53.0,Upright,61.0,5579.0,24,44,9,2012,2017,4,4
m/un_padre_no_tan_padre,Fresh,75.0,8.0,Upright,86.0,896.0,1,6,2,2017,2017,1,6
m/una_2017,Fresh,76.0,109.0,Spilled,49.0,2124.0,24,83,26,2017,2018,10,1
m/una_noche_2013,Fresh,83.0,23.0,Upright,70.0,918.0,12,19,4,2013,2016,8,9
m/unaccompanied_minors,Rotten,29.0,90.0,Spilled,53.0,45489.0,30,26,64,2006,2010,12,11
m/unbearable_lightness_of_being,Fresh,85.0,27.0,Upright,84.0,19478.0,5,23,4,1988,2017,2,2
m/unbelievable_truth,Fresh,100.0,10.0,Upright,88.0,3678.0,2,10,0,1990,2016,6,11
m/unborn_in_the_usa,Fresh,80.0,15.0,Spilled,58.0,804.0,8,12,3,2007,2017,6,3
m/unbreakable,Fresh,70.0,172.0,Upright,77.0,291054.0,38,121,51,2000,2016,11,9
m/unbroken_2014,Rotten,50.0,230.0,Upright,70.0,53371.0,50,116,114,2014,2015,12,11
m/unbroken_path_to_redemption,Rotten,38.0,26.0,Upright,76.0,385.0,6,10,16,2018,2018,9,11
m/uncertain,Fresh,100.0,22.0,Upright,82.0,375.0,8,22,0,2017,2017,3,3
m/uncertain_terms,Fresh,71.0,17.0,Spilled,55.0,161.0,8,12,5,2015,2016,5,8
m/uncertainty,Rotten,50.0,26.0,Spilled,33.0,2483.0,8,13,13,2009,2016,11,7
m/uncle_boonmee,Fresh,89.0,98.0,Upright,61.0,10347.0,27,87,11,2011,2017,3,3
m/uncle_buck,Fresh,61.0,23.0,Upright,76.0,199946.0,1,14,9,1989,2016,8,4
m/uncle_drew,Fresh,61.0,97.0,Spilled,47.0,1592.0,26,59,38,2018,2018,6,9
m/uncle_kent_2,Fresh,73.0,11.0,Spilled,50.0,46.0,6,8,3,2016,2016,11,11
m/uncle_nick_2015,Rotten,45.0,11.0,Upright,71.0,298.0,5,5,6,2015,2016,12,11
m/uncle_peckerhead,Fresh,100.0,11.0,Upright,73.0,48.0,0,11,0,2020,2020,8,8
m/uncle_sam,Rotten,56.0,9.0,Spilled,25.0,2243.0,0,5,4,1997,2016,7,8
m/unconditional_2012,Fresh,75.0,12.0,Upright,87.0,4074.0,5,9,3,2012,2016,9,12
m/undead_2003,Rotten,32.0,78.0,Spilled,44.0,15739.0,21,25,53,2005,2016,7,11
m/under_fire,Fresh,90.0,21.0,Upright,69.0,3804.0,4,19,2,1983,2017,10,5
m/under_siege,Fresh,79.0,29.0,Upright,62.0,63996.0,6,23,6,1992,2016,10,4
m/under_siege_2_dark_territory,Rotten,34.0,32.0,Spilled,38.0,47512.0,4,11,21,1995,2015,7,5
m/under_suspicion_1991,Rotten,25.0,8.0,Spilled,58.0,1252.0,1,2,6,1991,2003,6,9
m/under_the_bombs,Fresh,80.0,5.0,Upright,74.0,575.0,2,4,1,2007,2016,9,11
m/under_the_cherry_moon,Rotten,36.0,36.0,Upright,67.0,5235.0,11,13,23,1986,2008,7,5
m/under_the_eiffel_tower,Rotten,41.0,17.0,Spilled,49.0,59.0,5,7,10,2019,2019,2,2
m/under_the_gun_2016,Fresh,100.0,10.0,Spilled,41.0,304.0,5,10,0,2016,2017,5,6
m/under_the_same_moon_2008,Fresh,73.0,95.0,Upright,82.0,32559.0,31,69,26,2008,2016,3,4
m/under_the_sand,Fresh,93.0,73.0,Upright,83.0,4104.0,24,68,5,2001,2001,5,12
m/under_the_shadow,Fresh,99.0,90.0,Upright,73.0,4826.0,19,89,1,2016,2017,10,1
m/under_the_silver_lake,Rotten,59.0,150.0,Spilled,55.0,559.0,31,88,62,2019,2019,4,4
m/under_the_skin_2013,Fresh,85.0,249.0,Spilled,55.0,36569.0,56,212,37,2014,2016,4,8
m/under_the_sun_2016,Fresh,94.0,32.0,Upright,69.0,606.0,12,30,2,2016,2016,7,9
m/under_the_tuscan_sun,Fresh,62.0,155.0,Upright,78.0,63859.0,38,96,59,2003,2015,9,12
m/under_the_yum_yum_tree,Rotten,17.0,6.0,Spilled,58.0,426.0,2,1,5,1963,2013,10,4
m/underclassman,Rotten,6.0,83.0,Spilled,35.0,39595.0,28,5,78,2005,2016,9,11
m/undercover_brother,Fresh,77.0,130.0,Upright,64.0,56231.0,28,100,30,2002,2015,5,5
m/underdog,Rotten,16.0,70.0,Spilled,42.0,122679.0,18,11,59,2007,2016,8,7
m/undertaking_betty,Rotten,50.0,6.0,Upright,66.0,2641.0,1,3,3,2003,2016,1,4
m/undertow,Rotten,55.0,120.0,Upright,62.0,7310.0,37,66,54,2004,2017,12,4
m/underworld,Rotten,31.0,162.0,Upright,79.0,495941.0,37,50,112,2003,2012,9,4
m/underworld_awakening,Rotten,26.0,76.0,Upright,62.0,98541.0,13,20,56,2012,2014,1,2
m/underworld_blood_wars_2017,Rotten,21.0,96.0,Spilled,49.0,22147.0,17,20,76,2017,2017,1,4
m/underworld_rise_of_the_lycans,Rotten,29.0,78.0,Upright,63.0,232651.0,17,23,55,2009,2012,1,4
m/undiscovered,Rotten,8.0,74.0,Spilled,48.0,9311.0,26,6,68,2005,2017,8,1
m/undisputed,Rotten,48.0,106.0,Spilled,47.0,9248.0,33,51,55,2002,2016,8,10
m/undrafted_2016,Rotten,25.0,8.0,Upright,75.0,332.0,3,2,6,2016,2016,7,11
m/une_vieille_maitresse,Fresh,77.0,98.0,Spilled,59.0,3177.0,32,75,23,2007,2017,5,1
m/unexpected_2015,Fresh,66.0,58.0,Spilled,44.0,4141.0,25,38,20,2015,2016,7,5
m/unfaithful,Rotten,50.0,166.0,Upright,68.0,60105.0,37,83,83,2002,2015,5,12
m/unfinished_business_2015,Rotten,10.0,102.0,Spilled,26.0,18072.0,29,10,92,2015,2016,3,9
m/unfinished_life,Rotten,52.0,142.0,Upright,67.0,60896.0,37,74,68,2005,2016,9,8
m/unfinished_song,Fresh,65.0,100.0,Upright,68.0,4634.0,36,65,35,2013,2017,6,4
m/unforgettable,Rotten,21.0,28.0,Spilled,28.0,1561.0,5,6,22,1996,2016,2,12
m/unforgettable_2017,Rotten,28.0,119.0,Spilled,33.0,6384.0,27,33,86,2017,2017,4,7
m/unforgivable_2012,Fresh,77.0,35.0,Spilled,35.0,1630.0,21,27,8,2012,2017,6,3
m/unfriended_dark_web,Rotten,59.0,118.0,Spilled,38.0,1213.0,22,70,48,2018,2018,7,10
m/unhook_the_stars,Fresh,81.0,21.0,Spilled,48.0,1200.0,10,17,4,1996,2017,11,1
m/uninvited_2009,Rotten,32.0,129.0,Spilled,49.0,659265.0,35,41,88,2009,2013,1,8
m/union_2019,Fresh,64.0,11.0,Spilled,40.0,5.0,1,7,4,2019,2019,8,8
m/union_square_2012,Fresh,66.0,29.0,Spilled,35.0,298.0,15,19,10,2012,2016,7,8
m/united_93,Fresh,90.0,212.0,Upright,83.0,129321.0,47,191,21,2006,2015,4,9
m/united_passions,Rotten,0.0,16.0,Spilled,11.0,292.0,8,0,16,2015,2016,6,8
m/united_red_army,Fresh,93.0,14.0,Upright,63.0,2188.0,6,13,1,2011,2017,5,5
m/united_states_of_leland,Rotten,34.0,93.0,Upright,81.0,30376.0,28,32,61,2004,2016,4,8
m/universal_soldier,Rotten,33.0,33.0,Spilled,46.0,70167.0,9,11,22,1992,2016,7,10
m/universal_soldier_day_of_reckoning,Rotten,57.0,51.0,Spilled,34.0,7279.0,15,29,22,2012,2017,11,10
m/universal_soldier_the_return,Rotten,5.0,58.0,Spilled,24.0,43481.0,24,3,55,1999,2015,12,1
m/unknown_2011,Rotten,54.0,204.0,Spilled,55.0,75847.0,49,111,93,2011,2012,2,11
m/unlawful_entry,Fresh,74.0,34.0,Spilled,48.0,9689.0,9,25,9,1992,2017,6,1
m/unleashed_2017,Fresh,75.0,8.0,Upright,72.0,285.0,3,6,2,2017,2017,8,8
m/unlocked_2017,Rotten,26.0,57.0,Spilled,42.0,1579.0,18,15,42,2017,2017,9,9
m/unlovable,Fresh,81.0,16.0,Upright,75.0,104.0,5,13,3,2018,2018,11,11
m/unloved,Fresh,94.0,18.0,Upright,67.0,574.0,7,17,1,2009,2017,5,3
m/unmistaken_child,Fresh,81.0,36.0,Upright,88.0,2164.0,16,29,7,2009,2015,6,12
m/unplanned,Rotten,42.0,26.0,Upright,92.0,6857.0,7,11,15,2019,2019,3,8
m/unsane,Fresh,80.0,233.0,Spilled,58.0,2699.0,46,186,47,2018,2018,3,5
m/unsinkable_molly_brown,Fresh,78.0,9.0,Upright,70.0,6802.0,0,7,2,1964,2009,7,1
m/unstoppable-2010,Fresh,87.0,193.0,Upright,72.0,104686.0,45,167,26,2010,2015,11,11
m/unstrung_heroes,Fresh,74.0,23.0,Upright,61.0,2242.0,5,17,6,1995,2016,9,2
m/untamed_heart,Rotten,54.0,26.0,Upright,77.0,20440.0,4,14,12,1993,2018,1,5
m/untitled_eliot_spitzer_project,Fresh,90.0,70.0,Upright,83.0,2169.0,28,63,7,2010,2016,11,11
m/untouchables,Fresh,82.0,62.0,Upright,89.0,217645.0,17,51,11,1987,2014,6,6
m/up,Fresh,98.0,296.0,Upright,90.0,1204027.0,59,289,7,2009,2015,5,11
m/up_and_down,Fresh,83.0,66.0,Upright,74.0,1172.0,25,55,11,2004,2017,9,3
m/up_close_and_personal,Rotten,31.0,35.0,Upright,66.0,16523.0,9,11,24,1996,2015,3,8
m/up_in_smoke_1978,Rotten,47.0,19.0,Upright,83.0,62992.0,3,9,10,1978,2016,9,11
m/up_in_the_air_2009,Fresh,91.0,285.0,Upright,79.0,228473.0,60,258,27,2009,2013,12,8
m/up_the_academy,Rotten,0.0,5.0,Spilled,42.0,825.0,2,0,5,1980,2012,6,5
m/up_the_down_staircase,Fresh,80.0,5.0,Upright,67.0,391.0,1,4,1,1967,2016,7,3
m/up_the_sandbox,Fresh,60.0,5.0,Spilled,48.0,1302.0,1,3,2,1972,2019,1,8
m/up_the_yangtze,Fresh,96.0,53.0,Upright,83.0,2432.0,20,51,2,2007,2017,9,3
m/upgrade_2018,Fresh,88.0,188.0,Upright,87.0,5869.0,34,165,23,2018,2018,6,8
m/upside_down_2012,Rotten,28.0,54.0,Spilled,42.0,12955.0,21,15,39,2013,2017,3,5
m/upside_of_anger,Fresh,75.0,185.0,Upright,63.0,29418.0,44,138,47,2005,2010,3,12
m/upstream_color,Fresh,86.0,147.0,Upright,69.0,12775.0,40,127,21,2013,2016,4,10
m/uptown_girls,Rotten,14.0,113.0,Upright,60.0,369683.0,32,16,97,2003,2016,8,9
m/uptown_saturday_night,Fresh,67.0,9.0,Upright,81.0,1391.0,0,6,3,1974,2012,6,2
m/urban_cowboy,Fresh,73.0,22.0,Upright,81.0,32785.0,4,16,6,1980,2013,6,8
m/urban_hymn,Rotten,58.0,26.0,Upright,78.0,71.0,11,15,11,2017,2017,5,5
m/urban_legend,Rotten,21.0,57.0,Spilled,37.0,164334.0,12,12,45,1998,2017,9,1
m/urban_legends_bloody_mary,Rotten,40.0,5.0,Spilled,28.0,13661.0,1,2,3,2005,2012,7,4
m/urban_legends_final_cut,Rotten,9.0,82.0,Spilled,20.0,49522.0,25,7,75,2000,2012,9,4
m/urge,Rotten,0.0,6.0,Spilled,24.0,446.0,2,0,6,2016,2016,6,7
m/urok_2015,Fresh,83.0,23.0,Upright,68.0,185.0,9,19,4,2015,2016,3,12
m/us_2019,Fresh,93.0,535.0,Spilled,59.0,13165.0,60,497,38,2019,2019,3,6
m/us_and_them,Fresh,60.0,20.0,Upright,64.0,169.0,7,12,8,2018,2018,3,4
m/us_marshals,Rotten,25.0,36.0,Spilled,53.0,90681.0,9,9,27,1997,2008,6,5
m/us_vs_john_lennon,Fresh,77.0,97.0,Upright,81.0,18380.0,34,75,22,2006,2016,9,10
m/used_cars,Fresh,77.0,30.0,Upright,69.0,7871.0,7,23,7,1980,2012,7,4
m/used_people,Rotten,44.0,16.0,Spilled,37.0,207.0,4,7,9,1992,2016,6,12
m/useless_humans,Rotten,40.0,10.0,Upright,96.0,146.0,0,4,6,2020,2020,7,7
m/ushpizin,Fresh,94.0,63.0,Upright,87.0,3489.0,22,59,4,2005,2016,10,5
m/uss_indianapolis_men_of_courage,Rotten,17.0,12.0,Spilled,30.0,2226.0,7,2,10,2016,2017,11,1
m/usual_suspects,Fresh,89.0,76.0,Upright,96.0,434949.0,22,68,8,1995,2015,8,8
m/v_for_vendetta,Fresh,73.0,251.0,Upright,90.0,904181.0,51,183,68,2006,2008,3,5
m/v_tumane_2012,Fresh,87.0,31.0,Upright,60.0,1614.0,17,27,4,2013,2016,6,8
m/va_savoir,Fresh,86.0,78.0,Upright,68.0,1296.0,28,67,11,2001,2015,9,1
m/vacancy,Rotten,55.0,124.0,Spilled,42.0,303013.0,37,68,56,2007,2014,4,2
m/vacation_2013,Rotten,27.0,171.0,Spilled,45.0,37904.0,38,47,125,2015,2016,7,5
m/vacationland,Rotten,0.0,6.0,Spilled,23.0,126.0,4,0,6,2006,2016,8,10
m/valentine,Rotten,12.0,76.0,Spilled,33.0,56375.0,23,9,67,2001,2014,2,7
m/valentines_day_2010,Rotten,18.0,190.0,Spilled,47.0,287318.0,48,34,156,2010,2012,2,2
m/valerian_and_the_city_of_a_thousand_planets,Rotten,48.0,294.0,Spilled,53.0,27796.0,49,140,154,2017,2017,7,11
m/valerie_and_her_week_of_wonders,Fresh,81.0,21.0,Upright,80.0,2323.0,8,17,4,1970,2016,1,8
m/valhalla_rising,Fresh,73.0,59.0,Spilled,49.0,18425.0,19,43,16,2010,2017,7,2
m/valiant,Rotten,32.0,114.0,Spilled,29.0,37280.0,30,36,78,2005,2016,8,2
m/valkyrie,Fresh,62.0,197.0,Upright,65.0,239445.0,51,122,75,2008,2015,12,9
m/valley_girl_2020,Rotten,55.0,49.0,Upright,87.0,312.0,12,27,22,2020,2020,5,5
m/valley_of_the_dolls,Rotten,35.0,37.0,Spilled,58.0,5589.0,6,13,24,1967,2012,12,9
m/vamp,Rotten,25.0,8.0,Spilled,48.0,4740.0,1,2,6,1986,2016,7,8
m/vampire_academy,Rotten,16.0,58.0,Spilled,55.0,30487.0,11,9,49,2014,2016,2,12
m/vampire_bat,Fresh,60.0,5.0,Spilled,26.0,428.0,0,3,2,1933,2016,1,7
m/vampire_in_brooklyn,Rotten,12.0,34.0,Spilled,31.0,51409.0,12,4,30,1995,2013,10,7
