rotten_tomatoes_link,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,release_year,streaming_release_year,release_month,streaming_month
m/vampires_assistant,Rotten,38.0,140.0,Spilled,42.0,495160.0,37,53,87,2009,2014,10,2
m/vampires_kiss,Fresh,61.0,23.0,Spilled,53.0,9028.0,6,14,9,1989,2016,6,11
m/vampires_suck,Rotten,4.0,91.0,Spilled,29.0,75140.0,22,4,87,2010,2015,8,11
m/vamps_2011,Rotten,56.0,18.0,Spilled,33.0,5631.0,8,10,8,2012,2017,11,4
m/vampyr_der_traum_des_allan_grey,Fresh,97.0,34.0,Upright,83.0,6400.0,7,33,1,1932,2017,5,1
m/van_gogh,Fresh,70.0,10.0,Upright,67.0,667.0,4,7,3,1992,2016,1,8
m/van_helsing,Rotten,24.0,226.0,Spilled,57.0,609042.0,42,54,172,2004,2016,5,4
m/van_wilder_2,Rotten,7.0,45.0,Spilled,38.0,142567.0,19,3,42,2006,2016,12,11
m/vanilla_sky,Rotten,42.0,170.0,Upright,72.0,298065.0,37,71,99,2001,2013,12,8
m/vanishing_on_7th_street,Rotten,48.0,60.0,Spilled,21.0,17187.0,15,29,31,2011,2015,2,12
m/vanishing_waves_2012,Rotten,56.0,9.0,Spilled,52.0,336.0,4,5,4,2013,2016,3,8
m/vanity_fair,Rotten,49.0,168.0,Spilled,50.0,48725.0,43,83,85,2004,2014,9,2
m/vantage_point,Rotten,34.0,158.0,Spilled,57.0,373541.0,35,54,104,2008,2012,2,4
m/vanya_on_42nd_street,Fresh,89.0,36.0,Upright,80.0,1433.0,10,32,4,1995,2012,6,4
m/varsity_blues,Rotten,43.0,56.0,Upright,76.0,122844.0,13,24,32,1999,2013,1,8
m/vatel,Rotten,31.0,32.0,Upright,61.0,4402.0,11,10,22,2000,2016,12,10
m/vaxxed_from_cover_up_to_catastrophe_2016,Rotten,38.0,13.0,Upright,84.0,1698.0,5,5,8,2016,2016,3,11
m/vazante,Fresh,85.0,34.0,Upright,66.0,127.0,11,29,5,2018,2018,1,4
m/veer_zaara,Fresh,92.0,12.0,Upright,88.0,16180.0,6,11,1,2004,2015,11,6
m/vegas_vacation,Rotten,13.0,30.0,Spilled,51.0,54632.0,10,4,26,1997,2008,2,1
m/vehicle_19_2013,Rotten,23.0,26.0,Spilled,31.0,9804.0,11,6,20,2013,2013,6,12
m/velvet_goldmine,Rotten,57.0,44.0,Upright,80.0,40047.0,7,25,19,1998,2016,11,1
m/velveteen_rabbit,Fresh,86.0,7.0,Upright,66.0,7667.0,1,6,1,2009,2016,2,11
m/vengeance_is_mine_1979,Fresh,100.0,12.0,Upright,89.0,2480.0,2,12,0,1979,2015,10,6
m/vengeance_valley,Fresh,100.0,5.0,Spilled,18.0,915.0,2,5,0,1951,2016,1,11
m/venom_2018,Rotten,30.0,349.0,Upright,81.0,40316.0,44,104,245,2018,2019,10,6
m/venus,Fresh,88.0,153.0,Upright,74.0,11456.0,45,135,18,2006,2016,12,4
m/venus_in_fur,Fresh,88.0,116.0,Upright,71.0,8262.0,33,102,14,2014,2017,6,4
m/vera_cruz,Fresh,83.0,12.0,Upright,70.0,2082.0,0,10,2,1954,2017,12,3
m/vera_drake,Fresh,92.0,160.0,Upright,84.0,11619.0,43,147,13,2004,2014,10,6
m/verdict,Fresh,88.0,33.0,Upright,88.0,10381.0,6,29,4,1982,2015,12,10
m/veronica_guerin,Rotten,53.0,142.0,Upright,69.0,8914.0,40,75,67,2003,2016,10,3
m/veronica_mars,Fresh,79.0,133.0,Upright,78.0,26879.0,42,106,28,2014,2015,3,12
m/verotika,Rotten,24.0,17.0,Spilled,21.0,29.0,0,4,13,2019,2020,6,2
m/vertical_limit,Rotten,48.0,110.0,Spilled,41.0,59849.0,34,53,57,2000,2013,12,6
m/vertige,Fresh,60.0,5.0,Spilled,33.0,944.0,0,3,2,2009,2017,6,4
m/vertigo,Fresh,94.0,81.0,Upright,93.0,102556.0,22,76,5,1958,2015,1,8
m/very_bad_things,Rotten,41.0,58.0,Spilled,58.0,35258.0,13,24,34,1998,2016,11,4
m/very_brady_sequel,Rotten,53.0,34.0,Spilled,35.0,62606.0,9,18,16,1996,2013,8,8
m/very_good_girls,Rotten,19.0,36.0,Spilled,33.0,4487.0,10,7,29,2014,2014,7,6
m/very_harold_and_kumar_christmas,Fresh,68.0,131.0,Spilled,59.0,44185.0,36,89,42,2011,2014,11,7
m/vfw,Fresh,81.0,54.0,Upright,61.0,133.0,3,44,10,2020,2020,2,2
m/vhs,Rotten,57.0,103.0,Spilled,41.0,15967.0,27,59,44,2012,2016,10,12
m/vhs_viral,Rotten,34.0,32.0,Spilled,13.0,5059.0,6,11,21,2014,2016,11,8
m/vhyes,Fresh,81.0,42.0,Upright,70.0,27.0,7,34,8,2020,2020,1,2
m/vi_warshawski,Rotten,21.0,24.0,Spilled,23.0,5488.0,3,5,19,1991,2016,7,3
m/vice_2015,Rotten,4.0,27.0,Spilled,15.0,1727.0,9,1,26,2015,2015,1,11
m/vice_2018,Fresh,65.0,359.0,Upright,60.0,5061.0,47,234,125,2018,2019,12,3
m/vice_squad,Fresh,60.0,5.0,Upright,64.0,1559.0,0,3,2,1982,2019,12,8
m/viceroys_house,Fresh,72.0,79.0,Upright,66.0,1978.0,23,57,22,2017,2017,9,12
m/vicious_kind,Fresh,70.0,10.0,Upright,70.0,2370.0,5,7,3,2009,2017,12,3
m/vicky_cristina_barcelona,Fresh,81.0,210.0,Upright,74.0,104047.0,53,170,40,2008,2017,5,1
m/victim_1962,Fresh,100.0,30.0,Upright,87.0,1351.0,11,30,0,1961,2017,8,2
m/victor-victoria,Fresh,97.0,33.0,Upright,86.0,16472.0,8,32,1,1982,2008,3,11
m/victor_frankenstein_2015,Rotten,26.0,141.0,Spilled,35.0,28413.0,30,36,105,2015,2016,11,2
m/victoria_2015,Fresh,82.0,134.0,Upright,83.0,4959.0,33,110,24,2015,2016,10,12
m/victoria_and_abdul,Fresh,65.0,197.0,Upright,68.0,9548.0,41,129,68,2017,2017,10,12
m/vida_sin_rumbo,Fresh,80.0,10.0,Upright,62.0,560.0,2,8,2,1983,2017,1,1
m/vidal_sassoon_the_movie,Fresh,60.0,35.0,Spilled,56.0,2288.0,17,21,14,2011,2016,2,11
m/video_games_the_movie,Rotten,18.0,17.0,Spilled,36.0,3849.0,8,3,14,2014,2016,7,12
m/videocracy,Fresh,67.0,27.0,Spilled,39.0,439.0,9,18,9,2009,2017,8,1
m/videodrome,Fresh,80.0,50.0,Upright,80.0,41196.0,6,40,10,1983,2016,2,4
m/view_from_the_top,Rotten,14.0,123.0,Spilled,34.0,39468.0,33,17,106,2003,2016,3,10
m/view_to_a_kill,Rotten,38.0,60.0,Spilled,40.0,73909.0,11,23,37,1985,2016,5,10
m/vigilante,Rotten,20.0,5.0,Upright,69.0,1480.0,0,1,4,1983,2016,1,8
m/vigilante_diaries,Rotten,14.0,7.0,Upright,69.0,216.0,1,1,6,2016,2016,6,9
m/viking_destiny,Rotten,13.0,8.0,Spilled,31.0,61.0,4,1,7,2018,2018,10,10
m/vikingdom,Rotten,43.0,7.0,Spilled,25.0,510.0,4,3,4,2013,2016,10,10
m/vikings,Fresh,76.0,21.0,Upright,73.0,5584.0,4,16,5,1958,2016,6,11
m/village,Rotten,43.0,218.0,Spilled,57.0,454163.0,44,94,124,2004,2016,7,11
m/village_barbershop,Fresh,80.0,5.0,Spilled,57.0,320.0,2,4,1,2008,2016,12,3
m/villain_1971,Fresh,64.0,11.0,Spilled,45.0,150.0,5,7,4,1971,2017,10,2
m/vincent_and_theo,Fresh,88.0,26.0,Upright,72.0,2466.0,10,23,3,1990,2017,11,1
m/vincent_n_roxxy,Rotten,41.0,17.0,Upright,65.0,256.0,9,7,10,2017,2017,6,6
m/vincere,Fresh,92.0,91.0,Upright,68.0,11166.0,32,84,7,2010,2017,3,4
m/viola_2013,Fresh,92.0,12.0,Spilled,44.0,214.0,7,11,1,2013,2017,7,3
m/violent-cop,Fresh,83.0,6.0,Upright,80.0,5867.0,2,5,1,1989,2016,8,10
m/violet_2017,Fresh,84.0,19.0,Spilled,56.0,219.0,8,16,3,2017,2018,5,11
m/violet_and_daisy,Rotten,22.0,51.0,Spilled,34.0,3037.0,18,11,40,2013,2016,6,10
m/violet_tendencies,Fresh,63.0,8.0,Spilled,50.0,123.0,3,5,3,2010,2017,11,3
m/violeta_went_to_heaven,Fresh,73.0,11.0,Upright,83.0,427.0,7,8,3,2013,2016,3,9
m/violette_2013,Fresh,86.0,50.0,Upright,69.0,656.0,23,43,7,2014,2016,6,8
m/viral_2016,Rotten,50.0,14.0,Spilled,29.0,514.0,0,7,7,2016,2017,7,3
m/virgin_suicides,Fresh,77.0,100.0,Upright,81.0,192509.0,22,77,23,2000,2013,4,8
m/viridiana,Fresh,96.0,26.0,Upright,90.0,6820.0,5,25,1,1961,2017,5,2
m/virtual_jfk,Fresh,77.0,22.0,Upright,77.0,317.0,14,17,5,2008,2020,9,3
m/virtuosity,Rotten,32.0,31.0,Spilled,32.0,30273.0,9,10,21,1995,2020,8,4
m/vision_2010,Fresh,82.0,38.0,Upright,71.0,1179.0,15,31,7,2010,2016,10,10
m/vision_quest_1985,Rotten,57.0,14.0,Upright,78.0,6987.0,2,8,6,1985,2008,2,10
m/visioneers,Fresh,70.0,10.0,Spilled,54.0,2940.0,5,7,3,2008,2016,6,10
m/visitors_2013,Fresh,69.0,55.0,Spilled,50.0,1072.0,26,38,17,2014,2016,1,6
m/visual_acoustics_the_modernism_of_julius_shulman,Fresh,94.0,18.0,Upright,80.0,492.0,9,17,1,2009,2017,10,3
m/vital,Fresh,88.0,8.0,Upright,71.0,2683.0,1,7,1,2005,2020,1,4
m/viva_knievel,Rotten,17.0,6.0,Spilled,14.0,143.0,2,1,5,1977,2016,7,4
m/viva_las_vegas,Fresh,86.0,28.0,Upright,67.0,9063.0,5,24,4,1964,2017,12,1
m/viva_riva,Fresh,86.0,59.0,Spilled,52.0,911.0,20,51,8,2011,2016,6,3
m/viva_zapata,Fresh,65.0,17.0,Upright,77.0,2838.0,4,11,6,1952,2012,9,9
m/vive_lamour_1994,Fresh,83.0,6.0,Upright,84.0,1518.0,0,5,1,1994,2017,9,1
m/voice_from_the_stone,Rotten,38.0,26.0,Spilled,33.0,548.0,6,10,16,2017,2017,4,4
m/volunteers,Rotten,58.0,12.0,Spilled,33.0,8448.0,3,7,5,1985,2016,8,11
m/volver,Fresh,91.0,172.0,Upright,89.0,72020.0,51,157,15,2006,2016,11,5
m/von_richthofen_and_brown,Rotten,50.0,8.0,Spilled,35.0,73.0,3,4,4,1971,2017,5,4
m/von_ryans_express,Fresh,89.0,19.0,Upright,82.0,5854.0,4,17,2,1965,2015,6,11
m/voodoo_2017,Rotten,30.0,10.0,Upright,96.0,613.0,3,3,7,2017,2017,2,2
m/vor-the-thief,Fresh,88.0,24.0,Upright,88.0,650.0,8,21,3,1997,2017,10,6
m/vox_lux,Fresh,61.0,246.0,Spilled,37.0,1016.0,44,150,96,2018,2019,12,3
m/voyage_of_the_damned,Fresh,83.0,12.0,Spilled,53.0,493.0,0,10,2,1976,2017,12,4
m/voyage_to_the_bottom_of_the_sea,Fresh,76.0,17.0,Spilled,40.0,751.0,0,13,4,1961,2016,7,11
m/vulgar,Rotten,23.0,26.0,Spilled,41.0,5027.0,7,6,20,2002,2012,4,8
m/w_2008,Rotten,58.0,222.0,Spilled,42.0,109588.0,56,129,93,2008,2015,10,12
m/wackness,Fresh,70.0,135.0,Upright,72.0,25338.0,36,95,40,2008,2012,7,4
m/wadjda_2013,Fresh,99.0,120.0,Upright,88.0,13474.0,38,119,1,2013,2015,9,2
m/wag_the_dog,Fresh,85.0,75.0,Upright,76.0,44593.0,19,64,11,1997,2008,12,7
m/wages_of_fear,Fresh,100.0,45.0,Upright,95.0,8731.0,9,45,0,1953,2017,1,3
m/wagon_master,Fresh,100.0,8.0,Upright,68.0,524.0,1,8,0,1950,2014,4,12
m/wagons_east,Rotten,0.0,29.0,Spilled,30.0,7729.0,12,0,29,1994,2016,8,10
m/wah-do-dem,Fresh,72.0,18.0,Spilled,50.0,352.0,10,13,5,2010,2017,6,6
m/wah_wah,Rotten,54.0,69.0,Upright,63.0,19333.0,28,37,32,2006,2017,1,4
m/waist_deep,Rotten,28.0,76.0,Upright,76.0,94159.0,28,21,55,2006,2015,6,9
m/wait_until_dark,Fresh,96.0,23.0,Upright,91.0,17088.0,1,22,1,1967,2016,10,8
m/waiting,Rotten,30.0,92.0,Upright,75.0,233400.0,29,28,64,2005,2015,10,12
m/waiting-for-dublin,Rotten,7.0,14.0,Spilled,22.0,638.0,9,1,13,2007,2017,6,3
m/waiting-for-forever,Rotten,5.0,19.0,Spilled,42.0,13314.0,12,1,18,2011,2015,2,11
m/waiting_for_anya,Rotten,36.0,22.0,Upright,62.0,32.0,7,8,14,2020,2020,2,2
m/waiting_for_guffman,Fresh,91.0,55.0,Upright,91.0,41590.0,12,50,5,1996,2014,8,2
m/waiting_for_lightning_2012,Rotten,43.0,21.0,Upright,72.0,414.0,10,9,12,2012,2016,12,5
m/waiting_for_superman,Fresh,90.0,118.0,Upright,84.0,17966.0,35,106,12,2010,2016,9,12
m/waiting_for_the_barbarians_2020,Rotten,54.0,85.0,Upright,65.0,145.0,17,46,39,2020,2020,8,8
m/waiting_to_exhale,Rotten,56.0,27.0,Upright,79.0,38223.0,11,15,12,1995,2015,12,11
m/waitress,Fresh,89.0,174.0,Upright,74.0,410330.0,49,155,19,2007,2014,5,7
m/wake_in_fright,Fresh,96.0,56.0,Upright,83.0,3568.0,18,54,2,2012,2017,10,3
m/wakefield,Fresh,72.0,69.0,Spilled,52.0,6893.0,20,50,19,2017,2017,5,7
m/waking_life,Fresh,81.0,145.0,Upright,87.0,61440.0,36,117,28,2001,2016,1,8
m/waking_ned_devine,Fresh,84.0,61.0,Upright,88.0,28824.0,16,51,10,1998,2015,11,11
m/waking_sleeping_beauty,Fresh,71.0,51.0,Upright,80.0,4277.0,16,36,15,2010,2016,3,3
m/waking_the_dead,Rotten,51.0,55.0,Upright,78.0,5007.0,13,28,27,2000,2014,3,2
m/waking_up_in_reno,Rotten,13.0,40.0,Spilled,31.0,6056.0,10,5,35,2002,2016,10,5
m/walk_away_renee_2011,Rotten,44.0,9.0,Upright,61.0,140.0,7,4,5,2012,2017,11,4
m/walk_dont_run,Fresh,83.0,6.0,Upright,70.0,3344.0,0,5,1,1966,2012,6,1
m/walk_hard,Fresh,74.0,140.0,Spilled,57.0,303036.0,39,104,36,2007,2012,12,4
m/walk_in_the_clouds,Rotten,44.0,27.0,Upright,75.0,62223.0,4,12,15,1995,2012,8,9
m/walk_of_shame_2013,Rotten,12.0,25.0,Spilled,37.0,14156.0,11,3,22,2014,2016,5,7
m/walk_on_the_moon,Fresh,72.0,36.0,Upright,71.0,10010.0,7,26,10,1999,2016,3,10
m/walk_on_water,Fresh,72.0,76.0,Upright,87.0,5724.0,25,55,21,2005,2016,3,12
m/walk_the_line,Fresh,82.0,210.0,Upright,90.0,545629.0,43,173,37,2005,2012,11,9
m/walk_to_remember,Rotten,27.0,103.0,Upright,78.0,31402117.0,30,28,75,2002,2010,1,9
m/walkabout,Fresh,84.0,37.0,Upright,86.0,8004.0,8,31,6,1971,2016,1,8
m/walking_and_talking,Fresh,88.0,25.0,Upright,70.0,2880.0,5,22,3,1996,2017,7,1
m/walking_on_sunshine,Rotten,31.0,26.0,Spilled,41.0,1357.0,8,8,18,2015,2015,5,7
m/walking_out,Fresh,90.0,49.0,Spilled,56.0,867.0,14,44,5,2017,2017,10,10
m/walking_tall,Rotten,26.0,136.0,Upright,60.0,229855.0,35,35,101,2004,2017,4,2
m/walking_with_dinosaurs_3d,Rotten,23.0,77.0,Spilled,41.0,26139.0,22,18,59,2013,2015,12,8
m/walking_with_the_enemy,Rotten,45.0,38.0,Spilled,59.0,1636.0,18,17,21,2014,2017,4,4
m/wall_e,Fresh,95.0,259.0,Upright,90.0,598342.0,53,247,12,2008,2015,6,11
m/wall_street,Fresh,79.0,56.0,Upright,81.0,50656.0,9,44,12,1987,2015,12,11
m/wall_street_money_never_sleeps,Rotten,55.0,236.0,Spilled,44.0,110740.0,55,130,106,2010,2015,9,11
m/walt_and_el_grupo,Rotten,59.0,22.0,Spilled,43.0,202.0,11,13,9,2008,2016,4,2
m/walt_before_mickey_2015,Rotten,17.0,6.0,Spilled,40.0,664.0,0,1,5,2015,2016,8,11
m/walter_2015,Rotten,54.0,13.0,Spilled,49.0,283.0,7,7,6,2015,2015,3,3
m/waltz_with_bashir,Fresh,96.0,151.0,Upright,91.0,43976.0,48,145,6,2008,2012,5,4
m/wanda,Fresh,92.0,36.0,Upright,72.0,633.0,9,33,3,1971,2019,2,4
m/wanderlust_2011,Rotten,59.0,145.0,Spilled,39.0,42331.0,44,86,59,2012,2015,2,9
m/wanted_dead_or_alive_1987,Rotten,30.0,10.0,Spilled,49.0,5288.0,1,3,7,1987,2015,1,1
m/war,Rotten,14.0,59.0,Spilled,51.0,293192.0,15,8,51,2007,2016,8,11
m/war_and_peace_1956,Rotten,43.0,7.0,Upright,63.0,7776.0,1,3,4,1956,2016,8,8
m/war_dogs_2016,Fresh,61.0,229.0,Upright,68.0,29223.0,52,139,90,2016,2016,8,11
m/war_for_the_planet_of_the_apes,Fresh,94.0,353.0,Upright,84.0,56968.0,51,331,22,2017,2019,7,4
m/war_horse,Fresh,75.0,237.0,Upright,74.0,69714.0,50,177,60,2011,2015,12,11
m/war_inc,Rotten,28.0,85.0,Spilled,38.0,113230.0,29,24,61,2008,2017,5,3
m/war_machine_2016,Rotten,48.0,92.0,Spilled,34.0,5491.0,33,44,48,2017,2017,5,6
m/war_of_the_arrows,Fresh,100.0,5.0,Upright,78.0,976.0,3,5,0,2011,2012,9,2
m/war_of_the_roses,Fresh,85.0,40.0,Upright,71.0,40820.0,9,34,6,1989,2015,12,11
m/war_of_the_worlds,Fresh,75.0,263.0,Spilled,42.0,32518946.0,50,198,65,2005,2016,6,6
m/war_of_the_worlds_goliath,Rotten,17.0,6.0,Spilled,45.0,350.0,4,1,5,2014,2014,3,10
m/war_on_everyone,Fresh,61.0,97.0,Spilled,37.0,3507.0,19,59,38,2017,2017,2,3
m/war_requiem,Fresh,100.0,6.0,Upright,62.0,345.0,0,6,0,1990,2017,1,3
m/war_room_2015,Rotten,34.0,35.0,Upright,87.0,18508.0,12,12,23,2015,2016,8,11
m/war_story,Rotten,57.0,21.0,Spilled,22.0,186.0,10,12,9,2014,2017,7,4
m/war_wagon,Fresh,90.0,10.0,Upright,77.0,7459.0,4,9,1,1967,2014,5,4
m/war_witch,Fresh,94.0,63.0,Upright,78.0,5173.0,21,59,4,2013,2016,3,5
m/warcraft,Rotten,28.0,231.0,Upright,76.0,31624.0,47,65,166,2016,2017,6,2
m/wargames,Fresh,93.0,44.0,Upright,76.0,52654.0,9,41,3,1983,2016,6,3
m/warlock,Rotten,53.0,17.0,Spilled,47.0,11111.0,2,9,8,1991,2016,1,10
m/warm_bodies,Fresh,81.0,208.0,Upright,73.0,131576.0,43,169,39,2013,2015,2,12
m/warning_sign,Rotten,11.0,9.0,Spilled,41.0,812.0,1,1,8,1985,2012,1,9
m/warrior_king_2,Rotten,18.0,22.0,Spilled,32.0,4226.0,6,4,18,2014,2017,5,1
m/warriors_of_the_rainbow_seediq_bale,Fresh,71.0,14.0,Upright,83.0,12.0,7,10,4,2012,2015,4,1
m/wasabi,Rotten,43.0,42.0,Upright,69.0,12614.0,14,18,24,2001,2003,9,2
m/washington_square,Fresh,81.0,31.0,Upright,69.0,2105.0,8,25,6,1997,2016,10,8
m/wassup_rockers_2006,Rotten,38.0,53.0,Upright,64.0,8686.0,22,20,33,2006,2017,6,2
m/wasted_on_the_young_2010,Fresh,60.0,20.0,Spilled,48.0,802.0,1,12,8,2010,2017,11,3
m/watch_on_the_rhine,Fresh,80.0,5.0,Upright,63.0,600.0,2,4,1,1943,2017,8,2
m/watcher,Rotten,11.0,90.0,Spilled,29.0,21621.0,26,10,81,2000,2014,9,2
m/watchers_of_the_sky,Fresh,86.0,21.0,Upright,76.0,895.0,11,18,3,2015,2016,10,4
m/watchmen,Fresh,65.0,309.0,Upright,71.0,1057392.0,63,200,109,2009,2010,3,12
m/water,Fresh,90.0,94.0,Upright,90.0,44548.0,33,85,9,2005,2016,11,6
m/water_for_elephants,Fresh,60.0,197.0,Upright,70.0,68323.0,48,119,78,2011,2016,4,10
m/water_horse,Fresh,74.0,90.0,Upright,62.0,48690.0,34,67,23,2007,2012,12,4
m/waterboy,Rotten,34.0,76.0,Upright,71.0,910804.0,18,26,50,1998,2016,11,8
m/waterland,Rotten,53.0,15.0,Upright,61.0,1744.0,7,8,7,1992,2016,10,11
m/waterloo_bridge,Fresh,80.0,5.0,Upright,89.0,4631.0,1,4,1,1940,2016,5,3
m/watership_down,Fresh,82.0,34.0,Upright,86.0,33940.0,3,28,6,1978,2017,11,3
m/waterworld,Rotten,46.0,59.0,Spilled,43.0,230556.0,12,27,32,1995,2016,7,1
m/way_down_east,Fresh,95.0,19.0,Upright,69.0,1060.0,4,18,1,1920,2016,9,8
m/way_home,Fresh,75.0,56.0,Upright,92.0,5341.0,18,42,14,2002,2013,11,7
m/way_of_the_gun,Rotten,45.0,132.0,Upright,70.0,31375.0,38,61,72,2000,2016,9,2
m/way_we_were,Fresh,63.0,27.0,Upright,81.0,21466.0,7,17,10,1973,2012,10,4
m/waynes_world,Fresh,84.0,51.0,Upright,84.0,462013.0,9,43,8,1992,2013,2,8
m/waynes_world_2,Fresh,60.0,45.0,Upright,63.0,294735.0,8,27,18,1993,2017,12,2
m/ways_to_live_forever,Fresh,83.0,6.0,Upright,78.0,519.0,3,5,1,2013,2016,7,8
m/we_2011,Rotten,12.0,113.0,Spilled,48.0,5077.0,39,14,99,2012,2017,2,4
m/we_are_little_zombies,Fresh,92.0,53.0,Upright,67.0,9.0,8,49,4,2020,2020,7,7
m/we_are_marshall,Rotten,48.0,126.0,Upright,79.0,202793.0,33,61,65,2006,2009,12,9
m/we_are_still_here,Fresh,95.0,44.0,Spilled,47.0,4665.0,11,42,2,2015,2016,6,10
m/we_are_the_best,Fresh,96.0,135.0,Upright,77.0,6028.0,39,130,5,2014,2017,5,1
m/we_are_the_night,Fresh,63.0,16.0,Spilled,52.0,6750.0,3,10,6,2011,2017,5,4
m/we_are_together_the_children_of_agape_choir,Fresh,92.0,13.0,Upright,84.0,367.0,3,12,1,2006,2017,11,1
m/we_are_twisted_fing_sister,Fresh,80.0,10.0,Upright,61.0,285.0,7,8,2,2016,2016,2,8
m/we_are_what_we_are_2013,Fresh,86.0,91.0,Spilled,50.0,11291.0,29,78,13,2013,2017,9,3
m/we_are_your_friends_2015,Rotten,38.0,133.0,Spilled,42.0,8970.0,44,51,83,2015,2016,8,6
m/we_bought_a_zoo,Fresh,65.0,168.0,Upright,71.0,132035.0,49,109,59,2011,2015,12,11
m/we_dont_live_here_anymore,Fresh,65.0,127.0,Spilled,54.0,8787.0,36,83,44,2004,2008,8,12
m/we_have_a_pope,Fresh,65.0,81.0,Spilled,55.0,5601.0,32,53,28,2012,2017,4,4
m/we_need_to_talk_about_kevin,Fresh,75.0,207.0,Upright,78.0,35330.0,54,155,52,2012,2016,1,8
m/we_own_the_night,Rotten,57.0,152.0,Upright,61.0,264352.0,48,86,66,2007,2012,10,4
m/we_steal_secrets_the_story_of_wikileaks_2013,Fresh,92.0,83.0,Upright,75.0,9712.0,32,76,7,2013,2016,5,1
m/we_summon_the_darkness,Fresh,69.0,67.0,Spilled,32.0,238.0,7,46,21,2020,2020,4,4
m/we_the_animals,Fresh,92.0,100.0,Upright,75.0,701.0,23,92,8,2018,2018,8,11
m/we_the_party_2012,Rotten,28.0,18.0,Upright,68.0,2751.0,12,5,13,2012,2016,4,11
m/we_the_people_the_market_basket_effect,Fresh,78.0,9.0,Spilled,55.0,100.0,4,7,2,2016,2016,4,12
m/we_were_soldiers,Fresh,63.0,147.0,Upright,84.0,203222.0,39,93,54,2002,2014,3,6
m/weather_man,Rotten,59.0,136.0,Spilled,56.0,213981.0,37,80,56,2005,2013,10,8
m/web_junkie,Fresh,71.0,24.0,Spilled,50.0,159.0,11,17,7,2014,2015,8,11
m/wedding_banquet,Fresh,96.0,28.0,Upright,100.0,5.0,8,27,1,1993,2017,8,3
m/wedding_crashers,Fresh,76.0,188.0,Upright,70.0,32961772.0,47,142,46,2005,2008,7,11
m/wedding_date,Rotten,11.0,141.0,Upright,67.0,203042.0,34,16,125,2005,2015,2,9
m/wedding_palace_2011,Rotten,33.0,9.0,Upright,62.0,174.0,7,3,6,2013,2016,9,8
m/wedding_planner,Rotten,17.0,105.0,Spilled,59.0,483697.0,31,18,87,2001,2014,1,2
m/wedding_singer,Fresh,68.0,63.0,Upright,80.0,746287.0,14,43,20,1998,2008,2,9
m/weekend_2011,Fresh,95.0,85.0,Upright,86.0,7533.0,34,81,4,2011,2016,9,9
m/weekend_at_bernies,Rotten,54.0,24.0,Spilled,57.0,56918.0,2,13,11,1989,2017,7,1
m/weekend_at_bernies_ii,Rotten,10.0,29.0,Spilled,41.0,37256.0,5,3,26,1993,2015,1,9
m/weekend_of_a_champion_2013,Fresh,73.0,15.0,Upright,75.0,179.0,9,11,4,2013,2016,11,8
m/weiner,Fresh,97.0,175.0,Upright,83.0,7896.0,48,169,6,2016,2016,5,11
m/weirdsville,Rotten,58.0,33.0,Upright,60.0,3562.0,12,19,14,2007,2016,10,8
m/welcome-to-dongmakgol,Fresh,86.0,7.0,Upright,92.0,3713.0,1,6,1,2005,2014,8,11
m/welcome_home_2018,Rotten,11.0,9.0,Spilled,30.0,161.0,3,1,8,2018,2018,11,11
m/welcome_home_roscoe_jenkins,Rotten,23.0,83.0,Upright,63.0,190270.0,29,19,64,2008,2015,2,9
m/welcome_home_roxy_carmichael,Rotten,44.0,9.0,Spilled,46.0,5201.0,1,4,5,1990,2018,10,8
m/welcome_to_collinwood,Rotten,55.0,67.0,Spilled,56.0,7472.0,26,37,30,2002,2009,10,1
m/welcome_to_happiness,Rotten,31.0,16.0,Spilled,57.0,113.0,5,5,11,2016,2016,5,6
m/welcome_to_marwen,Rotten,34.0,167.0,Spilled,48.0,1666.0,38,57,110,2018,2019,12,3
m/welcome_to_me,Fresh,73.0,109.0,Spilled,46.0,10069.0,35,80,29,2015,2016,5,5
m/welcome_to_mercy,Fresh,70.0,10.0,Spilled,46.0,62.0,3,7,3,2018,2018,11,11
m/welcome_to_mooseport,Rotten,13.0,146.0,Spilled,19.0,20162.0,39,19,127,2004,2015,2,11
m/welcome_to_new_york_2015,Fresh,76.0,55.0,Spilled,42.0,774.0,21,42,13,2015,2016,3,11
m/welcome_to_sarajevo,Fresh,80.0,35.0,Upright,74.0,5091.0,10,28,7,1997,2016,11,5
m/welcome_to_the_dollhouse,Fresh,90.0,51.0,Upright,86.0,33490.0,9,46,5,1995,2017,9,3
m/welcome_to_the_jungle_2013,Rotten,22.0,9.0,Spilled,20.0,1859.0,5,2,7,2014,2014,2,9
m/welcome_to_the_punch,Rotten,48.0,56.0,Spilled,36.0,7956.0,14,27,29,2013,2017,3,4
m/welcome_to_the_rileys,Rotten,54.0,83.0,Spilled,58.0,17510.0,30,45,38,2010,2014,10,2
m/welcome_to_the_sticks,Fresh,67.0,9.0,Upright,78.0,21982.0,2,6,3,2008,2016,2,11
m/welcome_to_woop_woop,Rotten,32.0,19.0,Upright,68.0,935.0,3,6,13,1998,2016,6,11
