rotten_tomatoes_link,movie_title,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,release_year,streaming_release_year
m/10008607-day_of_the_dead,Day of the Dead,Rotten,13.0,8.0,Spilled,22.0,11098.0,0,1,7,2008,2016
m/10008611-my_best_friends_girl,My Best Friend's Girl,Rotten,14.0,59.0,Spilled,46.0,86594.0,17,8,51,2008,2016
m/10008613-burrowers,The Burrowers,Fresh,75.0,12.0,Spilled,34.0,10869.0,1,9,3,2008,2016
m/10008617-midnight_meat_train,The Midnight Meat Train,Fresh,73.0,33.0,Spilled,50.0,143577.0,5,24,9,2008,2016
m/10008618-return,The Lucky Ones,Rotten,37.0,75.0,Spilled,54.0,11792.0,29,28,47,2008,2016
m/10008621-run_fat_boy_run,Run Fatboy Run,Rotten,47.0,154.0,Upright,64.0,102884.0,39,72,82,2007,2010
m/10008652-closing_escrow,Closing Escrow,Rotten,54.0,13.0,Spilled,36.0,1123.0,7,7,6,2007,2016
m/10008655-whiteout,Whiteout,Rotten,7.0,116.0,Spilled,21.0,538861.0,28,8,108,2009,2011
m/10008661-randy_and_the_mob,Randy and the Mob,Rotten,56.0,9.0,Spilled,39.0,288.0,4,5,4,2007,2017
m/10008667-black_irish,Black Irish,Rotten,31.0,13.0,Spilled,58.0,1685.0,3,4,9,2007,2020
m/10008678-wild_child,Wild Child,Rotten,41.0,27.0,Upright,61.0,17496.0,9,11,16,2008,2014
m/10008687-powder_blue,Powder Blue,Rotten,25.0,8.0,Spilled,40.0,7416.0,2,2,6,2009,2017
m/10008698-king_corn,King Corn,Fresh,96.0,26.0,Upright,78.0,3201.0,12,25,1,2007,2016
m/10008700-darfur_now,Darfur Now,Fresh,73.0,59.0,Upright,73.0,2308.0,29,43,16,2007,2008
m/10008701-laaga_chunari_mein_daag,Laaga Chunari Mein Daag - Journey of a Woman,Rotten,50.0,6.0,Spilled,58.0,3785.0,1,3,3,2007,2017
m/10008703-rails_and_ties,Rails & Ties,Rotten,34.0,47.0,Spilled,58.0,10100.0,22,16,31,2007,2009
m/10008706-house,House,Rotten,0.0,13.0,Spilled,27.0,16715.0,1,0,13,2008,2016
m/10008744-canvas,Canvas,Fresh,78.0,27.0,Upright,62.0,571.0,16,21,6,2007,2016
m/10008748-saawariya,Saawariya,Rotten,38.0,21.0,Spilled,46.0,5828.0,10,8,13,2007,2012
m/10008752-aaja_nachle,Aaja Nachle,Fresh,67.0,6.0,Upright,72.0,4354.0,2,4,2,2007,2017
m/10008754-flawless,Flawless,Rotten,55.0,95.0,Spilled,54.0,12577.0,29,52,43,2008,2017
m/10008760-what_happens_in_vegas,What Happens in Vegas,Rotten,26.0,133.0,Upright,65.0,501711.0,38,34,99,2008,2012
m/10008785-appaloosa,Appaloosa,Fresh,76.0,164.0,Spilled,55.0,55694.0,43,125,39,2008,2010
m/10008786-good,Good,Rotten,32.0,71.0,Spilled,32.0,41569.0,27,23,48,2008,2016
m/10008830-bill,Meet Bill,Rotten,20.0,20.0,Spilled,44.0,8165.0,6,4,16,2008,2016
m/10008849-married_life,Married Life,Rotten,54.0,118.0,Spilled,36.0,5083.0,38,64,54,2008,2014
m/10008856-badland,Badland,Rotten,16.0,19.0,Spilled,54.0,294.0,7,3,16,2007,2017
m/10008924-oxford_murders,The Oxford Murders,Rotten,17.0,12.0,Spilled,33.0,14554.0,3,2,10,2010,2017
m/10008954-untraceable,Untraceable,Rotten,16.0,148.0,Spilled,52.0,225138.0,41,24,124,2008,2012
m/10008991-informers,The Informers,Rotten,12.0,105.0,Spilled,18.0,18505.0,38,13,92,2009,2012
m/10008992-meeting_resistance,Meeting Resistance,Fresh,82.0,22.0,Spilled,47.0,200.0,11,18,4,2007,2008
m/10009001-the_freshman,The Freshman,Fresh,94.0,49.0,Upright,61.0,11850.0,17,46,3,1990,2013
m/10009029-kenny,Kenny,Fresh,100.0,25.0,Upright,86.0,8978.0,11,25,0,2008,2020
m/10009055-rocker,The Rocker,Rotten,41.0,123.0,Spilled,46.0,44190.0,39,50,73,2008,2015
m/10009063-perfect_holiday,The Perfect Holiday,Rotten,19.0,59.0,Spilled,52.0,159645.0,25,11,48,2007,2012
m/10009066-la_graine_et_le_mulet,La Graine et le Mulet (The Secret of the Grain) (Couscous),Fresh,93.0,54.0,Upright,76.0,9062.0,19,50,4,2007,2017
m/10009083-land_of_the_lost,Land of the Lost,Rotten,26.0,190.0,Spilled,32.0,542684.0,50,49,141,2009,2015
m/10009132-rec,[Rec],Fresh,89.0,37.0,Upright,82.0,50437.0,5,34,4,2007,2012
m/10009138-look,Look,Fresh,60.0,35.0,Spilled,56.0,709.0,11,21,14,2007,2009
m/1000915-and_god_created_woman,And God Created Woman,Rotten,38.0,8.0,Spilled,33.0,1598.0,1,3,5,1988,2016
m/10009151-box,The Box,Rotten,44.0,155.0,Spilled,24.0,359098.0,30,68,87,2009,2011
m/10009169-man_in_the_chair,Man in the Chair,Rotten,50.0,36.0,Upright,68.0,931.0,15,18,18,2007,2016
m/10009172-undoing,Undoing,Rotten,31.0,13.0,Spilled,26.0,372.0,5,4,9,2006,2017
m/10009176-black_water,Black Water,Fresh,80.0,20.0,Spilled,39.0,3952.0,8,16,4,2008,2012
m/10009192-21,21,Rotten,35.0,170.0,Upright,66.0,367852.0,40,60,110,2008,2012
m/10009210-duchess_of_langeais,The Duchess of Langeais (Ne Touchez Pas La Hache)(Don't Touch the Axe),Fresh,70.0,66.0,Spilled,52.0,865.0,30,46,20,2007,2017
m/10009212-ben_x,Ben X,Fresh,68.0,38.0,Upright,80.0,6744.0,15,26,12,2007,2017
m/10009225-body_of_lies,Body of Lies,Rotten,55.0,213.0,Upright,62.0,130010.0,54,117,96,2008,2010
m/10009239-passengers,Passengers,Rotten,19.0,31.0,Spilled,35.0,29523.0,11,6,25,2008,2014
m/10009244-the_grand,The Grand,Rotten,40.0,43.0,Spilled,43.0,3058.0,17,17,26,2008,2015
m/10009253-the_hammer,The Hammer,Fresh,80.0,40.0,Upright,90.0,4944.0,17,32,8,2007,2016
m/10009254-shutter,Shutter,Rotten,9.0,66.0,Spilled,33.0,241178.0,13,6,60,2008,2016
m/10009274-priest,Priest,Rotten,15.0,100.0,Spilled,46.0,86623.0,18,15,85,2011,2012
m/10009334-the_escapist,The Escapist,Fresh,64.0,45.0,Upright,63.0,14816.0,13,29,16,2008,2017
m/10009355-sugar,Sugar,Fresh,92.0,137.0,Upright,80.0,12642.0,45,126,11,2008,2012
m/10009420-quid_pro_quo,Quid Pro Quo,Fresh,61.0,36.0,Spilled,54.0,1775.0,17,22,14,2008,2016
m/10009421-red,Red,Fresh,70.0,27.0,Upright,68.0,2607.0,11,19,8,2008,2016
m/10009426-guitar,The Guitar,Rotten,33.0,18.0,Spilled,55.0,1058.0,10,6,12,2008,2009
m/10009460-the_road,The Road,Fresh,73.0,215.0,Upright,68.0,248465.0,53,158,57,2009,2012
m/10009462-g_force,G-Force,Rotten,22.0,127.0,Spilled,39.0,964669.0,37,28,99,2009,2016
m/10009469-the_other_man,The Other Man,Rotten,15.0,39.0,Spilled,18.0,4522.0,17,6,33,2008,2017
m/10009493-duchess,The Duchess,Fresh,62.0,170.0,Upright,67.0,68912.0,48,105,65,2008,2017
m/10009516-women,The Women,Rotten,14.0,148.0,Spilled,38.0,62045.0,44,20,128,2008,2010
m/10009526-public_enemies,Public Enemies,Fresh,68.0,278.0,Spilled,59.0,633778.0,58,188,90,2009,2015
m/10009552-julia,Julia,Fresh,72.0,58.0,Upright,67.0,17308.0,20,42,16,2009,2013
m/1000957-angel_and_the_badman,Angel and the Badman,Fresh,71.0,7.0,Upright,67.0,6982.0,0,5,2,1947,2016
m/10009583-fade_to_black,Fade to Black,Rotten,29.0,7.0,Spilled,34.0,284.0,4,2,5,2006,2017
m/1000959-angel_heart,Angel Heart,Fresh,79.0,29.0,Upright,81.0,30089.0,3,23,6,1987,2016
m/10009596-old_dogs,Old Dogs,Rotten,5.0,110.0,Spilled,44.0,182900.0,35,6,104,2009,2016
m/10009598-surrogates,Surrogates,Rotten,37.0,116.0,Spilled,38.0,295050.0,27,43,73,2009,2016
m/10009624-promotion,The Promotion,Rotten,53.0,77.0,Spilled,28.0,84738.0,28,41,36,2008,2016
m/10009632-notorious,Notorious,Rotten,52.0,146.0,Upright,65.0,97063.0,50,76,70,2009,2015
m/10009635-soul_men,Soul Men,Rotten,46.0,98.0,Spilled,58.0,54256.0,33,45,53,2008,2017
m/10009636-igor,Igor,Rotten,39.0,93.0,Spilled,38.0,82504.0,30,36,57,2008,2017
m/10009791-auteur,The Auteur,Fresh,67.0,6.0,Spilled,41.0,266.0,1,4,2,2008,2016
m/10009799-caller,The Caller,Rotten,13.0,16.0,Spilled,19.0,334.0,6,2,14,2008,2009
m/10009823-sin_nombre,Sin Nombre,Fresh,88.0,120.0,Upright,89.0,21295.0,40,106,14,2009,2016
m/10009828-house_of_sleeping_beauties,Das Haus der Schlafenden Schönen (House of the Sleeping Beauties),Rotten,28.0,18.0,Spilled,17.0,173.0,7,5,13,2008,2009
m/10009890-stone_angel,The Stone Angel,Rotten,44.0,25.0,Spilled,58.0,3026.0,11,11,14,2007,2008
m/10009926-alvin_and_the_chipmunks_2,Alvin and the Chipmunks: The Squeakquel,Rotten,20.0,84.0,Spilled,49.0,368619.0,30,17,67,2009,2015
m/10009929-a_christmas_tale,Un Conte de Noël (A Christmas Tale),Fresh,86.0,132.0,Upright,66.0,23425.0,39,113,19,2008,2016
m/10009980-rebound,The Rebound,Rotten,41.0,27.0,Spilled,46.0,31189.0,3,11,16,2009,2013
m/1000_times_good_night,"1,000 Times Good Night",Fresh,71.0,55.0,Upright,65.0,1884.0,22,39,16,2014,2016
m/10010011-harold,Harold,Rotten,31.0,16.0,Spilled,41.0,793.0,6,5,11,2008,2017
m/10010066-push,Push,Rotten,23.0,127.0,Spilled,42.0,2026452.0,31,29,98,2009,2015
m/10010077-felon,Felon,Fresh,63.0,24.0,Upright,82.0,13899.0,13,15,9,2008,2013
m/10010131-scar,Scar,Rotten,0.0,18.0,Spilled,11.0,689.0,7,0,18,2007,2016
m/10010150-unborn,The Unborn,Rotten,10.0,119.0,Spilled,30.0,831848.0,25,12,107,2009,2015
m/10010153-bitch_slap,Bitch Slap,Rotten,29.0,17.0,Spilled,29.0,10344.0,4,5,12,2010,2014
m/10010155-forever_strong,Forever Strong,Rotten,29.0,21.0,Upright,75.0,9885.0,10,6,15,2008,2016
m/10010208-chocolate,Chocolate,Fresh,74.0,34.0,Upright,73.0,12249.0,11,25,9,2008,2017
m/10010214-fireproof,Fireproof,Rotten,38.0,21.0,Upright,82.0,39765.0,7,8,13,2008,2012
m/10010229-dostana,Dostana,Fresh,87.0,15.0,Upright,68.0,4448.0,4,13,2,2008,2017
m/10010249-the_garden,The Garden,Fresh,79.0,24.0,Upright,85.0,457.0,10,19,5,2008,2017
m/10010329-splinter,Splinter,Fresh,73.0,37.0,Spilled,49.0,13218.0,16,27,10,2008,2015
m/10010334-leaves_of_grass,Leaves of Grass,Fresh,61.0,38.0,Spilled,49.0,15345.0,15,23,15,2010,2017
m/10010458-proposal,The Proposal,Rotten,45.0,188.0,Upright,67.0,860325.0,47,84,104,2009,2015
m/10010552-gigantic,Gigantic,Rotten,36.0,83.0,Spilled,34.0,97063.0,27,30,53,2009,2017
m/10010571-hush,Hush,Rotten,50.0,8.0,Spilled,37.0,1587.0,2,4,4,2009,2016
m/1001063-anna_karenina,Anna Karenina,Fresh,93.0,14.0,Upright,69.0,3066.0,0,13,1,1935,2008
m/10010658-orphan,Orphan,Rotten,56.0,154.0,Upright,63.0,872860.0,42,86,68,2009,2014
m/10010667-hangover,The Hangover,Fresh,78.0,239.0,Upright,84.0,943179.0,51,187,52,2009,2014
m/10010668-stepfather,The Stepfather,Rotten,11.0,63.0,Spilled,35.0,982237.0,15,7,56,2009,2013
m/10010675-departures,Okuribito (Departures),Fresh,80.0,108.0,Upright,92.0,51962.0,37,86,22,2009,2016
m/10010694-season_of_the_witch,Season of the Witch,Rotten,11.0,124.0,Spilled,30.0,79868.0,30,14,110,2011,2011
m/10010703-shuttle,Shuttle,Rotten,50.0,22.0,Spilled,36.0,1554.0,7,11,11,2009,2016
m/10010760-miss_march,Miss March,Rotten,5.0,80.0,Spilled,29.0,79384.0,21,4,76,2009,2015
m/10010782-american_affair,An American Affair,Rotten,16.0,37.0,Spilled,41.0,1722.0,17,6,31,2009,2016
m/10010785-grace,Grace,Fresh,71.0,31.0,Spilled,31.0,10269.0,4,22,9,2009,2017
m/10010787-endgame,Endgame,Fresh,71.0,7.0,Spilled,57.0,662.0,2,5,2,2009,2015
m/10010789-red_baron,The Red Baron (Der rote Baron),Rotten,20.0,25.0,Spilled,43.0,11070.0,9,5,20,2008,2014
m/10010919-objective,The Objective,Rotten,33.0,12.0,Spilled,32.0,3690.0,3,4,8,2008,2016
m/10010940-happy_tears,Happy Tears,Rotten,27.0,33.0,Spilled,21.0,1551.0,15,9,24,2010,2016
m/10010944-missing_person,The Missing Person,Fresh,64.0,25.0,Spilled,44.0,6767.0,12,16,9,2009,2016
m/10010957-polanski_unauthorized,Polanski (Polanski Unauthorized),Rotten,0.0,6.0,Spilled,38.0,231.0,2,0,6,2009,2016
m/10010972-mammoth,Mammoth (Mammut),Rotten,45.0,42.0,Upright,63.0,7007.0,19,19,23,2009,2016
m/10011016-messenger,The Messenger,Fresh,90.0,162.0,Upright,75.0,21592.0,41,145,17,2009,2017
m/10011050-lake_mungo,Lake Mungo,Fresh,95.0,21.0,Upright,62.0,2856.0,2,20,1,2009,2016
m/10011079-country_teacher,Venkovský Ucitel (The Country Teacher),Fresh,81.0,27.0,Upright,72.0,1723.0,10,22,5,2008,2016
m/1001115-apartment,The Apartment,Fresh,93.0,71.0,Upright,94.0,38188.0,17,66,5,1960,2016
m/10011154-golden_boys,Chatham (The Golden Boys),Rotten,28.0,18.0,Spilled,22.0,801.0,6,5,13,2009,2016
m/1001117-ape,The Ape,Rotten,43.0,7.0,Spilled,12.0,510.0,0,3,4,1940,2015
m/10011235-fame,Fame,Rotten,24.0,122.0,Spilled,36.0,194974.0,36,29,93,2009,2016
m/10011262-outrage,Outrage,Fresh,77.0,60.0,Upright,76.0,6683.0,24,46,14,2009,2017
m/10011284-skin,Skin,Fresh,84.0,64.0,Upright,79.0,2118.0,28,54,10,2009,2016
m/10011303-helen,Helen,Fresh,67.0,21.0,Spilled,36.0,172.0,10,14,7,2008,2016
m/10011304-thirst,Bakjwi (Thirst),Fresh,81.0,115.0,Upright,75.0,19477.0,35,93,22,2009,2016
m/10011335-vengeance,Vengeance (Fuk sau),Fresh,91.0,22.0,Upright,60.0,1881.0,10,20,2,2010,2017
m/1001138-april_fools_day,April Fool's Day,Rotten,50.0,20.0,Spilled,47.0,13437.0,1,10,10,1986,2013
m/10011388-blood_the_last_vampire,Blood: The Last Vampire,Rotten,25.0,53.0,Spilled,33.0,94562.0,15,13,40,2009,2014
m/10011435-shrink,Shrink,Rotten,27.0,64.0,Spilled,50.0,42784.0,32,17,47,2009,2016
m/10011457-ong_bak_2_2009,Ong Bak 2,Rotten,48.0,69.0,Spilled,53.0,21197.0,21,33,36,2009,2016
m/10011494-last_ride,Last Ride,Fresh,93.0,28.0,Upright,65.0,3560.0,10,26,2,2012,2016
m/10011582-TRON_legacy,Tron Legacy,Rotten,51.0,243.0,Upright,63.0,171610.0,54,123,120,2010,2015
m/10011647-canyon,The Canyon,Rotten,27.0,15.0,Spilled,32.0,613.0,6,4,11,2009,2013
m/10011699-leslie_my_name_is_evil,"Manson, My Name Is Evil",Fresh,67.0,9.0,Spilled,27.0,2341.0,2,6,3,2009,2017
m/10011721-broken_hill,Broken Hill,Rotten,50.0,6.0,Upright,61.0,310.0,2,3,3,2009,2016
m/10011735-beautiful_life,A Beautiful Life,Rotten,0.0,12.0,Spilled,24.0,147.0,8,0,12,2009,2019
m/10011736-suck,Suck,Rotten,50.0,10.0,Spilled,53.0,1880.0,2,5,5,2010,2016
m/10011774-chloe,Chloe,Rotten,51.0,163.0,Spilled,39.0,30602.0,46,83,80,2010,2012
m/1001180-armed_and_dangerous,Armed and Dangerous,Rotten,10.0,10.0,Spilled,39.0,9340.0,2,1,9,1986,2012
m/10011815-hole,The Hole,Fresh,81.0,36.0,Spilled,46.0,14727.0,8,29,7,2012,2016
m/10011846-nobodys_perfect,NoBody's Perfect,Fresh,73.0,11.0,Upright,87.0,85.0,6,8,3,2008,2016
m/10011857-high_life,High Life,Fresh,80.0,5.0,Spilled,43.0,631.0,2,4,1,2009,2016
m/1001193-around_the_world_in_80_days,Around the World in 80 Days,Fresh,69.0,42.0,Spilled,57.0,33440.0,9,29,13,1956,2017
m/10011944-good_heart,The Good Heart,Rotten,30.0,37.0,Spilled,58.0,1590.0,17,11,26,2010,2017
m/10011946-wonderful_world,Wonderful World,Rotten,42.0,31.0,Spilled,33.0,1741.0,15,13,18,2010,2016
m/10011984-last_song,The Last Song,Rotten,21.0,120.0,Upright,66.0,160802.0,35,25,95,2010,2016
m/10012014-babies,Babies,Fresh,68.0,116.0,Upright,62.0,35022.0,36,79,37,2010,2015
m/10012039-lottery_ticket,Lottery Ticket,Rotten,34.0,82.0,Spilled,44.0,29996.0,24,28,54,2010,2012
m/10012042-going_the_distance,Going the Distance,Rotten,54.0,167.0,Spilled,52.0,57438.0,39,90,77,2010,2012
m/10012044-life_as_we_know_it,Life as We Know It,Rotten,29.0,151.0,Upright,61.0,82457.0,41,44,107,2010,2013
m/10012051-frozen,Frozen,Fresh,63.0,97.0,Spilled,46.0,20649.0,32,61,36,2010,2016
m/10012058-prodigal_sons,Prodigal Sons,Fresh,87.0,30.0,Upright,79.0,476.0,12,26,4,2010,2017
m/10012063-ghost_writer,The Ghost Writer,Fresh,84.0,206.0,Upright,70.0,60373.0,47,173,33,2010,2016
m/10012068-repo_men,Repo Men,Rotten,22.0,152.0,Spilled,41.0,100490.0,35,33,119,2010,2014
m/10012104-7_days,7 Days (Les 7 jours du talion),Fresh,80.0,15.0,Upright,68.0,1474.0,2,12,3,2010,2017
m/10012133-veer,Veer,Rotten,40.0,5.0,Spilled,47.0,1151.0,0,2,3,2010,2017
m/10012136-winters_bone,Winter's Bone,Fresh,94.0,174.0,Upright,76.0,51756.0,44,164,10,2010,2015
m/10012141-kids_are_all_right,The Kids Are All Right,Fresh,92.0,224.0,Upright,74.0,63588.0,49,207,17,2010,2015
m/10012150-high_school,High School,Rotten,28.0,54.0,Spilled,48.0,8211.0,18,15,39,2012,2017
m/10012207-stolen,Stolen,Rotten,0.0,20.0,Spilled,39.0,2695.0,12,0,20,2010,2016
m/10012232-killing_jar,The Killing Jar,Rotten,0.0,8.0,Spilled,36.0,589.0,6,0,8,2010,2017
m/10012254-la_mission,La MISSION,Rotten,50.0,26.0,Upright,72.0,5867.0,9,13,13,2010,2017
m/10012256-predators,Predators,Fresh,64.0,202.0,Spilled,52.0,159887.0,32,130,72,2010,2015
m/10012288-wild_hunt,The Wild Hunt,Fresh,82.0,11.0,Upright,74.0,711.0,2,9,2,2010,2012
m/1001240-arthur,Arthur,Fresh,88.0,33.0,Upright,77.0,33549.0,7,29,4,1981,2008
m/1001280-assault_on_precinct_13,Assault on Precinct 13,Fresh,98.0,43.0,Upright,80.0,24667.0,5,42,1,1976,2016
m/1001323-attack_of_the_50_foot_woman,Attack of the 50 Foot Woman,Fresh,75.0,12.0,Spilled,20.0,8585.0,0,9,3,1958,2015
m/1001425-aviator,The Aviator,Rotten,20.0,5.0,Spilled,41.0,239.0,0,1,4,1985,2017
m/1001428-awakening,The Awakening,Rotten,0.0,5.0,Spilled,22.0,421.0,0,0,5,1980,2008
m/1001488-babes_in_toyland,Babes in Toyland,Rotten,36.0,11.0,Spilled,59.0,10335.0,1,4,7,1961,2016
m/1001553-bad_company,Bad Company,Fresh,92.0,12.0,Upright,71.0,2298.0,4,11,1,1972,2013
m/1001567-bad_news_bears,The Bad News Bears,Fresh,97.0,32.0,Upright,80.0,40382.0,8,31,1,1976,2013
m/1001572-bad_seed,The Bad Seed,Fresh,63.0,27.0,Upright,83.0,8639.0,5,17,10,1956,2016
m/1001634-bang_the_drum_slowly,Bang The Drum Slowly,Fresh,92.0,38.0,Upright,62.0,3796.0,10,35,3,1973,2018
m/1001816-battleground,Battleground,Fresh,75.0,8.0,Upright,82.0,2737.0,1,6,2,1949,2008
m/1001902-beauty_and_the_beast,Beauty and The Beast (La Belle et la bête),Fresh,95.0,66.0,Upright,90.0,22615.0,16,63,3,1946,2017
m/1001_grams,1001 Grams,Fresh,82.0,22.0,Spilled,48.0,267.0,7,18,4,2015,2016
m/1002178-best_of_times,The Best of Times,Rotten,31.0,13.0,Spilled,43.0,6519.0,2,4,9,1986,2017
m/1002205-betrayed,Betrayed,Rotten,42.0,12.0,Spilled,52.0,739.0,3,5,7,1988,2016
m/1002306-big_brawl,The Big Brawl (Battle Creek Brawl),Fresh,67.0,6.0,Spilled,44.0,5475.0,0,4,2,1980,2016
m/1002352-big_sleep,The Big Sleep,Fresh,97.0,65.0,Upright,91.0,33511.0,15,63,2,1946,2015
m/1002407-billy_budd,Billy Budd,Fresh,90.0,10.0,Upright,86.0,7.0,0,9,1,1962,2017
m/1002448-birds,The Birds,Fresh,95.0,56.0,Upright,83.0,176580.0,10,53,3,1963,2014
m/1002484-black_christmas,Black Christmas,Fresh,71.0,34.0,Upright,75.0,23059.0,4,24,10,1974,2016
m/1002497-black_hole,The Black Hole,Rotten,38.0,32.0,Spilled,45.0,9807.0,4,12,20,1979,2016
m/1002511-black_pirate,The Black Pirate,Fresh,100.0,12.0,Upright,68.0,1416.0,1,12,0,1926,2016
m/1002526-black_sunday,Black Sunday,Fresh,69.0,26.0,Upright,64.0,3906.0,6,18,8,1977,2016
m/1002531-black_widow,Black Widow,Rotten,50.0,22.0,Spilled,40.0,3803.0,2,11,11,1987,2016
m/1002540-blackmail,Blackmail,Fresh,86.0,22.0,Upright,65.0,4731.0,4,19,3,1929,2016
m/1002571-blind_date,Blind Date,Rotten,21.0,24.0,Spilled,42.0,18540.0,3,5,19,1987,2012
